code_commune,ville,code_dept,code_postal,latitude,longitude,population,surface_km2,densite_hab_km2,type_commune,score_fragilite,score_emergence,score_freins_invisibles,score_momentum,potentiel_investissement,risque_credit_local,classe_risque,segment,fragilite_fiable,score_desert_medical,niveau_desert_medical,score_desert_commercial,niveau_desert_commercial,nb_entreprises_actives,nb_entreprises_total,taux_survie_entreprises,entreprises_1000hab,dynamique_eco,nb_gares,gares_10k_hab,prix_m2_median,nb_transactions,taux_chomage,revenu_median,taux_pauvrete,nb_medecin_generaliste,nb_medecin_specialiste,nb_pharmacie,nb_hopital,nb_urgences,nb_infirmier,nb_dentiste,nb_kinesitherapeute,medecins_10k_hab,est_desert_medical,nb_supermarche,nb_epicerie,nb_boulangerie,nb_banque,nb_poste,nb_boucherie,nb_ecole_primaire,nb_college,nb_lycee,est_desert_commercial,donnees_insee_simulees,donnees_bpe_simulees
91215,Épinay-sous-Sénart,91,91860,48.6885,2.5152,11611,3.5875,3236.5157,urbain,0.4069,0.2895,0.6695,0.4269,0.3162,0.5167,ELEVE,territoire_stable,true,0.6367,SOUS-DOTÉ,0.7001,DÉSERT,204,236,0.8644,17.5695,72.8814,4,3.445,3146,91,8.0095,1944.7746,13.2109,12,6,4,0,0,8,5,5,10.335,0,3,4,5,3,2,3,7,1,1,0,true,true
91216,Épinay-sur-Orge,91,91360,48.6719,2.3194,10722,4.3589,2459.7949,urbain,0.5658,0.3376,0.7112,0.3354,0.2944,0.6698,ELEVE,territoire_fragile,true,0.669,SOUS-DOTÉ,0.7275,DÉSERT,567,738,0.7683,52.8819,53.6585,0,0,2567,58,13.0313,1979.3318,18.0198,12,6,4,0,0,7,4,4,11.1919,0,2,4,4,3,2,3,8,1,1,0,true,true
91223,Étampes,91,91150,48.4227,2.1524,26857,45.9621,584.3293,periurbain,0.3875,0.3718,0.6529,0.4699,0.3313,0.5037,ELEVE,territoire_stable,true,0.6737,SOUS-DOTÉ,0.7001,DÉSERT,1112,1295,0.8587,41.4045,71.7375,0,0,3371,143,11.3906,2419.4162,10.2893,23,13,9,0,0,18,8,11,8.5639,0,5,9,11,7,5,7,19,3,2,0,true,true
91225,Étiolles,91,91450,48.6485,2.4852,3105,11.7239,264.8436,periurbain,0.3772,0.2428,0.6651,0.4001,0.2537,0.5186,ELEVE,territoire_stable,true,0.655,SOUS-DOTÉ,0.707,DÉSERT,94,111,0.8468,30.2738,69.3694,0,0,1795,23,7.82,1952.1072,12.299,3,2,1,0,0,2,1,1,9.6618,0,0,1,1,1,1,1,2,1,0,0,true,true
91226,Étréchy,91,91580,48.4956,2.177,6986,14.2376,490.6726,periurbain,0.3123,0.2479,0.6187,0.3586,0.2507,0.5463,ELEVE,territoire_stable,true,0.6159,SOUS-DOTÉ,0.6485,SOUS-DOTÉ,190,251,0.757,27.1973,51.3944,3,4.2943,3399,52,10.5088,2236.7743,8.8861,6,3,2,0,0,4,2,2,8.5886,0,1,3,4,2,1,2,4,0,1,0,true,true
91228,Évry-Courcouronnes,91,91000,48.6287,2.4313,66919,13.0947,5110.3882,tres_urbain,0.5839,0.1872,0.8366,0.2692,0.2342,0.7069,CRITIQUE,territoire_fragile,true,0.6887,SOUS-DOTÉ,0.7658,DÉSERT,1243,1576,0.7887,18.5747,57.7411,2,0.2989,2557,592,13.9041,2249.4518,19.3031,84,33,22,2,1,44,22,27,12.5525,0,14,22,27,17,11,17,44,8,4,0,true,true
91232,La Ferté-Alais,91,91590,48.4819,2.3678,3731,4.5659,817.1445,periurbain,0.2893,0.2592,0.6274,0.4259,0.2785,0.4782,MODERE,territoire_stable,true,0.6865,SOUS-DOTÉ,0.7168,DÉSERT,121,145,0.8345,32.431,66.8966,0,0,2139,36,6.3872,2045.5797,10.4551,3,2,1,0,0,2,1,2,8.0407,0,1,0,1,1,1,1,3,0,0,0,true,true
91235,Fleury-Mérogis,91,91700,48.6327,2.3712,13721,6.3758,2152.0437,urbain,0.5457,0.2574,0.7721,0.3183,0.2473,0.6648,ELEVE,territoire_stable,true,0.67,SOUS-DOTÉ,0.7217,DÉSERT,496,626,0.7923,36.149,58.4665,0,0,2336,64,11.9035,2224.6942,20.0872,15,7,5,0,0,9,5,5,10.9321,0,3,5,6,3,2,3,10,2,1,0,true,true
91240,Fontaine-la-Rivière,91,91690,48.359,2.1674,192,3.7334,51.4277,rural,0.5475,0.3485,0.4798,0.3687,0.3025,0.5673,ELEVE,territoire_stable,true,0.0004,BIEN_DOTÉ,0.5506,SOUS-DOTÉ,4,5,0.8,20.8333,60,4,20,1791,1,12.8451,1956.3541,15.8905,1,0,0,0,0,1,0,0,52.0833,0,0,0,0,0,0,0,0,0,0,1,true,true
91243,Fontenay-lès-Briis,91,91640,48.6112,2.171,2350,9.8169,239.3831,periurbain,0.2689,0.2211,0.6058,0.3406,0.2328,0.5445,ELEVE,territoire_stable,true,0.6621,SOUS-DOTÉ,0.671,SOUS-DOTÉ,112,153,0.732,47.6596,46.4052,0,0,1371,12,7.9104,2303.3774,12.1816,2,1,1,0,0,2,1,1,8.5106,0,1,1,1,1,0,1,1,1,0,0,true,true
91244,Fontenay-le-Vicomte,91,91540,48.5474,2.3997,1596,6.8855,231.7914,periurbain,0.353,0.2243,0.635,0.3576,0.2361,0.5446,ELEVE,territoire_stable,true,0.5196,CORRECT,0.6451,SOUS-DOTÉ,30,38,0.7895,18.797,57.8947,1,6.2657,2706,10,11.9116,2426.3697,9.5584,2,1,1,0,0,1,1,1,12.5313,0,0,1,0,0,1,0,2,0,0,0,true,true
91247,La Forêt-le-Roi,91,91410,48.4775,2.0457,492,7.9681,61.7462,rural,0.3216,0.1792,0.7255,0.3923,0.2174,0.508,ELEVE,territoire_stable,true,0.8006,DÉSERT,0.7507,DÉSERT,6,7,0.8571,12.1951,71.4286,0,0,2563,2,4,1755.251,13.2934,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,true,true
91248,La Forêt-Sainte-Croix,91,91150,48.3832,2.2308,148,5.3458,27.6853,rural_isole,0.5975,0.5403,0.4211,0.49,0.4212,0.5173,ELEVE,territoire_fragile,true,0.5002,CORRECT,0.0002,BIEN_DOTÉ,6,7,0.8571,40.5405,71.4286,4,20,2749,1,12.5548,1820.4882,16.486,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,true,true
91249,Forges-les-Bains,91,91470,48.6182,2.0811,4241,14.7309,287.8982,periurbain,0.3313,0.2418,0.5984,0.3486,0.2448,0.5501,ELEVE,territoire_stable,true,0.5617,SOUS-DOTÉ,0.6292,SOUS-DOTÉ,108,143,0.7552,25.4657,51.049,3,7.0738,2789,27,8.2176,2022.4333,12.3806,4,2,1,0,0,3,1,2,9.4317,0,0,2,2,1,1,1,3,0,1,0,true,true
91272,Gif-sur-Yvette,91,91190,48.6964,2.1342,22544,11.8936,1895.4732,urbain,0.4773,0.321,0.6962,0.4206,0.3079,0.5544,ELEVE,territoire_stable,true,0.6402,SOUS-DOTÉ,0.6992,SOUS-DOTÉ,643,745,0.8631,28.522,72.6174,4,1.7743,3083,89,10.2525,2031.0416,14.5266,25,11,8,0,0,15,8,9,11.0894,0,5,8,9,6,4,5,15,3,1,0,true,true
91273,Gironville-sur-Essonne,91,91720,48.3655,2.3451,760,13.2968,57.1566,rural,0.4613,0.3015,0.5373,0.3442,0.2706,0.5795,ELEVE,territoire_stable,true,0.5005,CORRECT,0.5506,SOUS-DOTÉ,16,21,0.7619,21.0526,52.381,2,20,1381,6,9.2294,1717.4642,16.0142,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,1,true,true
91274,Gometz-la-Ville,91,91400,48.675,2.1127,1536,9.6844,158.6056,rural,0.4429,0.1651,0.7724,0.3279,0.1889,0.5979,ELEVE,territoire_stable,true,0.7176,DÉSERT,0.6497,SOUS-DOTÉ,24,29,0.8276,15.625,65.5172,0,0,2356,12,4.0311,1774.249,22.2639,0,1,1,0,0,1,0,0,0,1,1,1,1,0,0,0,1,0,0,0,true,true
91275,Gometz-le-Châtel,91,91940,48.6729,2.142,2630,5.0538,520.4005,periurbain,0.3029,0.4179,0.4325,0.4425,0.3628,0.4823,MODERE,territoire_stable,true,0.4469,CORRECT,0.5596,SOUS-DOTÉ,130,173,0.7514,49.4297,50.289,4,15.2091,1827,8,7.4508,2248.7893,14.0489,2,2,1,0,0,1,1,1,7.6046,0,0,1,1,1,0,1,2,0,0,0,true,true
91284,Les Granges-le-Roi,91,91410,48.4994,2.0124,1197,12.7794,93.6664,rural,0.5276,0.2292,0.7324,0.3652,0.2289,0.5854,ELEVE,territoire_stable,true,0.7049,DÉSERT,0.6602,SOUS-DOTÉ,27,31,0.871,22.5564,74.1935,0,0,2027,8,9.8928,1545.4448,13.8589,1,0,0,0,0,1,0,1,8.3542,0,0,1,1,0,1,0,0,0,0,0,true,true
91286,Grigny,91,91350,48.6584,2.3861,26842,5.0233,5343.4993,tres_urbain,0.6865,0.4906,0.7897,0.4219,0.4088,0.6868,ELEVE,territoire_bloque,true,0.6927,SOUS-DOTÉ,0.7736,DÉSERT,1564,1876,0.8337,58.2669,66.7377,0,0,3927,195,16.6947,2823.0968,23.2042,34,14,10,0,0,18,9,11,12.6667,0,6,9,10,6,4,7,18,3,2,0,true,true
91292,Guibeville,91,91630,48.567,2.2714,923,2.6321,350.6706,periurbain,0.2564,0.2213,0.5789,0.3436,0.2378,0.532,ELEVE,territoire_stable,true,0.6796,SOUS-DOTÉ,0.624,SOUS-DOTÉ,38,52,0.7308,41.1701,46.1538,0,0,2386,3,6.7043,1848.4957,9.5717,1,0,0,0,0,1,0,1,10.8342,0,1,1,0,0,0,0,1,0,0,0,true,true
91293,Guigneville-sur-Essonne,91,91590,48.4636,2.3755,904,9.2266,97.9776,rural,0.3256,0.3484,0.405,0.4304,0.329,0.4548,MODERE,territoire_stable,true,0.501,CORRECT,0.5111,CORRECT,23,29,0.7931,25.4425,58.6207,2,20,1134,3,6.9788,1446.4528,7.8666,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,true,true
91294,Guillerval,91,91690,48.3662,2.0802,808,17.3219,46.6462,rural_isole,0.422,0.3204,0.4987,0.3849,0.2942,0.5286,ELEVE,territoire_stable,true,0.4292,CORRECT,0.4606,CORRECT,15,19,0.7895,18.5644,57.8947,4,20,1613,6,9.2456,1939.5277,14.4717,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,true,true
91312,Igny,91,91430,48.7375,2.2229,10833,3.8368,2823.4466,urbain,0.4153,0.1623,0.7217,0.2912,0.2144,0.6189,ELEVE,territoire_stable,true,0.6764,SOUS-DOTÉ,0.7359,DÉSERT,242,316,0.7658,22.3391,53.1646,0,0,2322,45,13.2885,2147.9157,9.4522,12,5,4,0,0,8,3,4,11.0773,0,2,4,4,3,1,3,7,2,1,0,true,true
91315,Itteville,91,91760,48.5144,2.3398,6746,12.2826,549.2322,periurbain,0.3316,0.2398,0.653,0.4223,0.2638,0.4844,MODERE,territoire_stable,true,0.6279,SOUS-DOTÉ,0.6783,SOUS-DOTÉ,124,144,0.8611,18.3813,72.2222,2,2.9647,2300,26,8.8219,2256.03,9.7697,6,3,2,0,0,5,2,2,8.8942,0,1,2,2,2,1,2,5,1,1,0,true,true
91318,Janville-sur-Juine,91,91510,48.4991,2.2493,2041,10.629,192.0218,rural,0.4006,0.5543,0.4633,0.5198,0.4335,0.4845,MODERE,territoire_emergent,true,0.5707,SOUS-DOTÉ,0.6191,SOUS-DOTÉ,141,175,0.8057,69.0838,61.1429,2,9.7991,2881,6,7.6756,1907.0864,15.0645,1,0,1,0,0,1,1,1,4.8996,0,1,0,0,0,0,0,2,0,0,0,true,true
91319,Janvry,91,91640,48.6456,2.1564,654,8.3193,78.6124,rural,0.566,0.405,0.5209,0.3697,0.3216,0.6087,ELEVE,territoire_fragile,true,0.303,BIEN_DOTÉ,0.4954,CORRECT,20,26,0.7692,30.581,53.8462,4,20,2647,4,10.2832,1746.9383,20.8675,1,1,0,0,0,0,0,0,15.2905,0,0,0,0,1,0,0,0,0,0,1,true,true
91326,Juvisy-sur-Orge,91,91260,48.6917,2.3722,19292,2.2436,8598.6807,tres_urbain,0.5913,0.3931,0.7325,0.3552,0.3953,0.6848,ELEVE,territoire_fragile,true,0.7146,DÉSERT,0.8089,DÉSERT,916,1193,0.7678,47.4808,53.5624,3,1.555,3480,192,13.2427,2075.6864,20.1442,24,10,6,0,0,13,7,8,12.4404,0,4,6,7,5,3,5,13,2,2,0,true,true
91330,Lardy,91,91510,48.5284,2.2707,5530,7.6677,721.2071,periurbain,0.4271,0.2616,0.7105,0.4379,0.2736,0.5049,ELEVE,territoire_stable,true,0.6657,SOUS-DOTÉ,0.6929,SOUS-DOTÉ,99,109,0.9083,17.9024,81.6514,0,0,2622,33,10.4216,2118.9511,10.2331,5,3,2,0,0,4,2,3,9.0416,0,2,2,2,1,1,2,4,1,0,0,true,true
91332,Leudeville,91,91630,48.5726,2.3291,1562,7.8489,199.0088,rural,0.5236,0.304,0.7357,0.4193,0.2761,0.5639,ELEVE,territoire_stable,true,0.7562,DÉSERT,0.7296,DÉSERT,50,56,0.8929,32.0102,78.5714,0,0,2121,13,7.2449,1580.7096,17.9029,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,1,1,0,1,true,true
91333,Leuville-sur-Orge,91,91310,48.6135,2.2695,4271,2.5257,1691.0164,urbain,0.3398,0.4505,0.4762,0.5056,0.4047,0.4459,MODERE,territoire_stable,true,0.5218,CORRECT,0.6309,SOUS-DOTÉ,205,246,0.8333,47.9981,66.6667,4,9.3655,2375,37,10.1808,2193.7799,8.261,5,1,2,0,0,3,1,1,11.7069,0,1,1,1,1,1,2,3,0,1,0,true,true
91338,Limours,91,91470,48.6463,2.0823,6517,14.1198,461.5504,periurbain,0.2669,0.159,0.648,0.3041,0.1955,0.5661,ELEVE,territoire_stable,true,0.6568,SOUS-DOTÉ,0.6895,SOUS-DOTÉ,170,235,0.7234,26.0856,44.6809,1,1.5344,2683,41,7.0197,2063.2357,11.8247,5,3,2,0,0,5,2,3,7.6722,0,1,2,2,2,1,2,4,1,1,0,true,true
91339,Linas,91,91310,48.6261,2.2525,7987,7.5852,1052.9716,urbain,0.4683,0.3769,0.6321,0.4082,0.3227,0.5759,ELEVE,territoire_stable,true,0.616,SOUS-DOTÉ,0.6722,SOUS-DOTÉ,361,450,0.8022,45.1984,60.4444,3,3.7561,3195,29,7.3412,1743.6257,18.698,8,4,2,0,0,5,3,3,10.0163,0,1,3,3,2,2,2,6,1,1,0,true,true
91340,Lisses,91,91090,48.5935,2.4259,7373,10.4471,705.7461,periurbain,0.2951,0.2555,0.6455,0.4341,0.2763,0.4734,MODERE,territoire_stable,true,0.6817,SOUS-DOTÉ,0.7047,DÉSERT,143,168,0.8512,19.3951,70.2381,0,0,3642,26,8.7403,2019.6535,5.8249,6,3,2,0,0,6,3,3,8.1378,0,1,3,2,2,2,2,5,1,1,0,true,true
91345,Longjumeau,91,91160,48.6923,2.3057,21996,4.8967,4492.0048,urbain,0.5802,0.2317,0.8107,0.3208,0.2625,0.6643,ELEVE,territoire_fragile,true,0.6767,SOUS-DOTÉ,0.7507,DÉSERT,382,461,0.8286,17.3668,65.7267,3,1.3639,2809,175,11.6526,2053.2329,20.0031,25,11,7,0,0,15,7,9,11.3657,0,4,6,9,5,4,6,14,2,1,0,true,true
91347,Longpont-sur-Orge,91,91310,48.639,2.2859,6482,5.0918,1273.0272,urbain,0.57,0.3219,0.7345,0.3929,0.2885,0.6061,ELEVE,territoire_fragile,true,0.6624,SOUS-DOTÉ,0.7001,DÉSERT,226,262,0.8626,34.8658,72.5191,0,0,2753,54,11.0128,1809.0689,17.1847,7,3,2,0,0,5,2,3,10.7991,0,2,2,3,2,1,2,5,1,0,0,true,true
91359,Maisse,91,91720,48.3961,2.3744,2797,21.5149,130.0029,rural,0.4538,0.2425,0.7135,0.3567,0.2341,0.5883,ELEVE,territoire_stable,true,0.7295,DÉSERT,0.6998,SOUS-DOTÉ,72,88,0.8182,25.7419,63.6364,0,0,3220,15,8.4135,1544.4449,13.5465,1,0,1,0,0,2,1,1,3.5753,0,0,1,2,0,1,1,2,0,0,0,true,true
91363,Marcoussis,91,91460,48.6491,2.2078,8618,16.7245,515.2919,periurbain,0.2756,0.3492,0.5525,0.4921,0.3382,0.4266,MODERE,territoire_stable,true,0.6164,SOUS-DOTÉ,0.6466,SOUS-DOTÉ,334,389,0.8586,38.7561,71.7224,4,4.6414,1847,56,4.4616,2160.9218,13.2147,6,4,3,0,0,6,3,4,6.9622,0,2,3,4,2,2,2,5,2,1,0,true,true
91374,Marolles-en-Beauce,91,91150,48.3713,2.2067,237,5.9805,39.6288,rural_isole,0.5993,0.0853,0.8527,0.1863,0.1051,0.7534,CRITIQUE,territoire_fragile,true,0.6184,SOUS-DOTÉ,0.6482,SOUS-DOTÉ,3,4,0.75,12.6582,50,0,0,2515,1,9.4484,1711.2416,25.9474,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,true,true
91376,Marolles-en-Hurepoix,91,91630,48.5641,2.2992,5708,6.5277,874.4274,periurbain,0.326,0.2932,0.5971,0.4151,0.2926,0.5017,ELEVE,territoire_stable,true,0.6458,SOUS-DOTÉ,0.6799,SOUS-DOTÉ,227,280,0.8107,39.7687,62.1429,1,1.7519,2055,32,7.1432,1973.2642,11.6365,5,3,2,0,0,4,2,2,8.7596,0,2,2,2,1,1,1,4,1,0,0,true,true
91377,Massy,91,91300,48.7263,2.2696,51729,9.3987,5503.8463,tres_urbain,0.5507,0.5965,0.6364,0.5234,0.499,0.5685,ELEVE,territoire_emergent,true,0.6987,SOUS-DOTÉ,0.7755,DÉSERT,4387,5193,0.8448,84.8074,68.9582,0,0,4132,450,10.9943,2182.2404,19.8688,64,26,17,2,1,34,17,20,12.3722,0,10,18,20,13,9,13,34,7,4,0,true,true
91378,Mauchamps,91,91730,48.5287,2.1976,387,3.1843,121.5338,rural,0.3754,0.3794,0.4477,0.3888,0.3249,0.534,ELEVE,territoire_stable,true,0.427,CORRECT,0.4578,CORRECT,11,15,0.7333,28.4238,46.6667,2,20,3143,2,8.5968,1808.0125,13.3922,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,1,0,1,1,true,true
91386,Mennecy,91,91540,48.5592,2.4362,16433,11.1796,1469.9095,urbain,0.5506,0.336,0.6973,0.3889,0.2991,0.6045,ELEVE,territoire_fragile,true,0.6382,SOUS-DOTÉ,0.6994,SOUS-DOTÉ,499,595,0.8387,30.3657,67.7311,3,1.8256,3891,124,12.0101,1587.9789,13.0255,18,8,5,0,0,11,6,6,10.9536,0,3,5,6,4,3,4,11,2,1,0,true,true
91390,Le Mérévillois,91,91660,48.3201,2.0963,3477,33.1816,104.787,rural,0.6435,0.3166,0.6503,0.276,0.2455,0.7142,CRITIQUE,territoire_fragile,true,0.5087,CORRECT,0.5945,SOUS-DOTÉ,112,153,0.732,32.2117,46.4052,4,11.5042,3219,10,13.7155,1398.1341,17.9062,3,1,1,0,0,2,1,1,8.6281,0,0,1,1,1,1,1,3,0,0,0,true,true
91393,Mérobert,91,91780,48.4191,1.9919,635,10.617,59.8097,rural,0.498,0.4292,0.4759,0.4946,0.373,0.4631,MODERE,territoire_stable,true,0.4553,CORRECT,0.3601,CORRECT,9,10,0.9,14.1732,80,3,20,2601,2,9.4364,1570.3889,12.0037,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,true,true
91399,Mespuits,91,91150,48.3574,2.2802,184,9.9633,18.4678,rural_isole,0.6164,0.4527,0.5473,0.4405,0.3586,0.5676,ELEVE,territoire_fragile,true,0.5,CORRECT,0.55,SOUS-DOTÉ,6,7,0.8571,32.6087,71.4286,3,20,1502,1,11.1439,1596.6382,18.2505,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,true,true
91405,Milly-la-Forêt,91,91490,48.3966,2.4771,4562,33.7231,135.2782,rural,0.4178,0.1552,0.7454,0.3174,0.1842,0.5939,ELEVE,territoire_stable,true,0.7101,DÉSERT,0.712,DÉSERT,72,89,0.809,15.7826,61.7978,0,0,2520,32,8.8139,1827.7269,13.3282,2,1,2,0,0,3,2,2,4.384,0,0,1,2,1,1,1,3,1,0,0,true,true
91408,Moigny-sur-École,91,91490,48.4367,2.4412,1294,12.244,105.6844,rural,0.3079,0.2219,0.6976,0.3918,0.2376,0.52,ELEVE,territoire_stable,true,0.7345,DÉSERT,0.6859,SOUS-DOTÉ,32,39,0.8205,24.7295,64.1026,0,0,2741,7,4.2031,2118.8391,16.6764,0,0,1,0,0,1,1,0,0,1,0,1,1,0,0,1,1,0,0,0,true,true
91411,Les Molières,91,91470,48.6736,2.0682,1975,7.0351,280.7352,periurbain,0.3603,0.5293,0.4829,0.5905,0.4438,0.396,MODERE,territoire_stable,true,0.4986,CORRECT,0.6283,SOUS-DOTÉ,97,107,0.9065,49.1139,81.3084,2,10.1266,2630,15,7.9337,2314.4149,12.1678,2,1,1,0,0,1,1,1,10.1266,0,0,1,0,0,0,1,1,0,0,0,true,true
91412,Mondeville,91,91590,48.4924,2.4227,726,6.7814,107.0575,rural,0.5959,0.2921,0.8025,0.4257,0.2654,0.5781,ELEVE,territoire_fragile,true,0.7615,DÉSERT,0.7514,DÉSERT,16,17,0.9412,22.0386,88.2353,0,0,2131,3,9.1506,1710.0154,18.6314,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,2,1,0,1,true,true
91414,Monnerville,91,91930,48.3471,2.0379,376,8.2848,45.3843,rural_isole,0.7365,0.295,0.7373,0.3324,0.2444,0.6767,ELEVE,territoire_bloque,true,0.5711,SOUS-DOTÉ,0.4607,CORRECT,13,15,0.8667,34.5745,73.3333,0,0,2150,3,16.6581,1645.2459,16.2149,1,0,0,0,0,0,0,1,26.5957,0,1,0,1,0,0,0,0,0,0,0,true,true
91421,Montgeron,91,91230,48.6952,2.4638,24022,11.1781,2149.0235,urbain,0.4641,0.2726,0.6659,0.3014,0.2589,0.651,ELEVE,territoire_stable,true,0.6568,SOUS-DOTÉ,0.7163,DÉSERT,1080,1494,0.7229,44.9588,44.5783,2,0.8326,2903,168,10.5191,1699.3677,15.0554,27,12,8,0,0,16,8,9,11.2397,0,5,8,9,6,4,6,15,3,1,0,true,true
91425,Montlhéry,91,91310,48.6392,2.266,9772,3.3153,2947.5462,urbain,0.4557,0.2671,0.6511,0.3405,0.2797,0.5999,ELEVE,territoire_stable,true,0.62,SOUS-DOTÉ,0.6993,SOUS-DOTÉ,327,420,0.7786,33.463,55.7143,4,4.0933,2075,90,11.7539,1945.3717,12.5743,11,5,3,0,0,6,3,4,11.2567,0,2,3,4,2,1,3,7,1,1,0,true,true
91432,Morangis,91,91420,48.7022,2.3361,14129,4.8148,2934.4936,urbain,0.4963,0.2268,0.7497,0.3424,0.2541,0.6113,ELEVE,territoire_stable,true,0.6653,SOUS-DOTÉ,0.7189,DÉSERT,244,295,0.8271,17.2694,65.4237,1,0.7078,3177,48,10.9132,1877.8353,14.445,16,7,5,0,0,10,4,6,11.3242,0,4,5,6,4,3,4,9,1,1,0,true,true
91433,Morigny-Champigny,91,91150,48.4383,2.2025,4412,30.9839,142.3965,rural,0.3737,0.1895,0.7092,0.3289,0.2051,0.5831,ELEVE,territoire_stable,true,0.7136,DÉSERT,0.6943,SOUS-DOTÉ,115,147,0.7823,26.0653,56.4626,0,0,2567,19,6.0783,1830.6796,16.3206,2,1,2,0,0,2,2,1,4.5331,0,1,1,2,1,1,2,3,0,0,0,true,true
91434,Morsang-sur-Orge,91,91390,48.6564,2.3513,21667,4.3848,4941.3884,urbain,0.68,0.5125,0.6829,0.454,0.433,0.6297,ELEVE,territoire_fragile,true,0.6947,SOUS-DOTÉ,0.7636,DÉSERT,1423,1653,0.8609,65.6759,72.1718,1,0.4615,2669,131,13.8571,1743.1923,18.6495,25,11,7,0,0,14,7,9,11.5383,0,4,7,9,5,4,5,14,3,2,0,true,true
91435,Morsang-sur-Seine,91,91250,48.5775,2.5013,583,4.4247,131.7603,rural,0.4789,0.1967,0.7518,0.3664,0.2148,0.5687,ELEVE,territoire_stable,true,0.6042,SOUS-DOTÉ,0.7518,DÉSERT,7,8,0.875,12.0069,75,0,0,2627,4,10.8798,1879.8366,11.7724,1,0,0,0,0,1,0,0,17.1527,0,0,0,0,0,0,1,0,0,0,1,true,true
91441,Nainville-les-Roches,91,91750,48.5053,2.4943,564,5.9891,94.1711,rural,0.5224,0.2492,0.7508,0.3502,0.2306,0.6169,ELEVE,territoire_stable,true,0.4952,CORRECT,0.7512,DÉSERT,15,18,0.8333,26.5957,66.6667,0,0,2908,4,10.9776,2133.1847,18.0436,1,0,1,0,0,1,1,0,17.7305,0,0,0,0,0,0,0,0,0,0,1,true,true
91457,La Norville,91,91290,48.583,2.266,4268,4.5726,933.3858,periurbain,0.2989,0.1927,0.6129,0.3224,0.2237,0.5555,ELEVE,territoire_stable,true,0.5812,SOUS-DOTÉ,0.6483,SOUS-DOTÉ,102,138,0.7391,23.8988,47.8261,3,7.0291,1948,11,5.7265,2072.81,15.7447,3,3,1,0,0,3,1,2,7.0291,0,1,1,1,1,0,1,2,1,0,0,true,true
91458,Nozay,91,91620,48.6594,2.2366,4471,7.3685,606.7721,periurbain,0.4232,0.3157,0.649,0.3896,0.2855,0.5663,ELEVE,territoire_stable,true,0.5987,SOUS-DOTÉ,0.6466,SOUS-DOTÉ,140,175,0.8,31.3129,60,2,4.4733,3536,38,11.507,2200.4279,12.447,4,2,2,0,0,3,2,1,8.9465,0,1,2,2,1,1,1,3,1,0,0,true,true
91461,Ollainville,91,91340,48.6068,2.2204,5455,11.4128,477.9721,periurbain,0.3207,0.4155,0.5597,0.5006,0.3661,0.4571,MODERE,territoire_stable,true,0.5666,SOUS-DOTÉ,0.6305,SOUS-DOTÉ,220,261,0.8429,40.33,68.5824,4,7.3327,3111,44,4.4954,2272.536,17.5688,4,3,2,0,0,4,1,3,7.3327,0,1,1,2,2,1,1,3,1,0,0,true,true
91463,Oncy-sur-École,91,91490,48.3803,2.4564,1042,5.4077,192.6882,rural,0.4294,0.3218,0.6102,0.3403,0.272,0.6126,ELEVE,territoire_stable,true,0.6643,SOUS-DOTÉ,0.6714,SOUS-DOTÉ,59,81,0.7284,56.6219,45.679,0,0,2931,10,10.4671,1649.6949,12.2917,1,0,0,0,0,2,0,1,9.5969,0,0,1,1,0,0,1,1,0,0,0,true,true
91468,Ormoy,91,91540,48.5714,2.4576,3225,1.8909,1705.537,urbain,0.548,0.2922,0.644,0.3036,0.2642,0.6601,ELEVE,territoire_stable,true,0.4895,CORRECT,0.6152,SOUS-DOTÉ,86,115,0.7478,26.6667,49.5652,3,9.3023,3338,14,16.4761,2006.0231,11.6437,5,1,1,0,0,3,2,1,15.5039,0,1,1,1,1,1,1,2,0,0,0,true,true
91469,Ormoy-la-Rivière,91,91150,48.4024,2.1652,943,10.4751,90.023,rural,0.314,0.5313,0.3666,0.564,0.446,0.3867,MODERE,territoire_stable,true,0.5009,CORRECT,0.5511,SOUS-DOTÉ,39,46,0.8478,41.3574,69.5652,4,20,2591,7,6.5237,1753.1481,8.7745,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,true,true
91471,Orsay,91,91400,48.6972,2.1896,16498,7.4234,2222.4318,urbain,0.4946,0.2126,0.7477,0.2595,0.215,0.6946,ELEVE,territoire_stable,true,0.6602,SOUS-DOTÉ,0.7204,DÉSERT,604,840,0.719,36.6105,43.8095,1,0.6061,2641,126,9.5843,1974.419,21.2362,18,9,6,0,0,11,5,6,10.9104,0,3,6,6,4,3,4,11,2,1,0,true,true
